,focalLength,weight,gonadalWeight,maturityStage,species,Sex
574,39.0,0.9,0.0,3,1,1
575,47.4,1.7,0.0,3,1,1
576,39.0,0.96,0.0,2,1,1
577,43.5,1.5,0.0,3,1,1
578,40.0,0.95,0.0,3,1,1
579,39.7,0.94,0.0,3,1,1
580,42.5,1.3,61.74,3,1,0
581,62.0,2.7,0.0,3,1,1
582,48.0,0.4,40.0,0,1,0
583,47.5,1.6,0.0,0,1,0
584,49.3,1.6,0.0,1,1,1
585,49.5,1.5,0.0,2,1,1
586,50.0,1.6,0.0,4,1,0
587,63.0,3.2,53.8,4,1,0
588,41.0,1.21,78.36,2,1,0
589,59.28,8.64,69.63836201191265,2,1,0
590,33.0,0.505,69.63836201191265,2,1,1
591,32.0,0.505,69.63836201191265,2,1,1
592,60.0,3.714,85.76,3,1,0
593,52.0,1.815,69.63836201191265,0,1,1
594,66.5,5.3,150.72,3,1,0
595,42.0,1.14,22.11,3,1,0
596,42.5,1.145,61.53,3,1,0
597,41.0,0.98,69.63836201191265,2,1,1
598,40.0,0.85,77.84,3,1,0
599,39.0,0.86,54.7,2,1,0
600,85.76,6.98,69.63836201191265,3,1,0
601,61.14,3.7,61.14,3,1,0
602,66.0,4.615,143.13,3,1,0
603,64.0,3.96,69.63836201191265,0,1,1
604,40.5,1.055,36.055,3,1,0
605,40.0,1.075,39.25,3,1,0
606,40.0,0.975,69.63836201191265,2,1,1
607,42.0,1.095,19.53,3,1,0
608,60.0,2.86,77.46,4,2,0
609,57.0,2.93,37.58,4,2,0
610,58.0,2.98,66.65,3,2,0
611,63.0,3.62,136.56,2,2,0
612,61.0,3.22,83.61,3,2,1
613,55.0,2.52,34.27,1,2,0
614,62.0,2.61,140.01,2,2,0
615,63.0,3.52,83.61,2,2,1
616,60.0,3.53,174.65,3,2,0
617,60.0,3.42,138.7,3,2,0
618,58.5,2.99,23.34,1,2,0
619,60.0,2.9,72.25,1,2,0
620,55.0,2.48,110.0,3,2,0
621,58.5,3.09,106.61,3,2,0
622,61.0,3.333,65.31,1,2,1
623,60.0,3.435,115.63,2,2,1
624,59.0,3.18,101.56,1,2,1
625,58.0,2.79,60.85,3,2,0
626,62.0,3.06,83.31,3,2,0
627,60.0,3.19,61.03,1,2,1
628,61.0,30.055,109.69,2,2,0
629,60.0,3.28,42.14,1,2,0
630,58.0,3.04,29.64,1,2,1
631,62.0,3.466,130.0,3,2,0
632,61.0,3.86,96.69,2,2,0
633,58.0,2.806,66.94,1,2,1
634,58.5,3.08,54.91,2,2,0
635,60.0,2.78,22.54,1,2,1
636,60.0,3.095,83.43,1,2,0
637,59.5,3.185,38.33,2,2,1
638,61.9,3.835,104.2,3,2,0
639,58.5,3.4,40.92,2,2,1
640,55.0,2.6,9.3,4,2,0
641,57.0,2.905,45.9,2,2,0
642,56.0,2.905,69.63836201191265,1,2,0
643,46.0,1.54,69.63836201191265,1,2,1
644,47.0,1.5,69.63836201191265,1,2,1
645,53.8,2.23,2.37,0,2,1
646,56.7,2.615,5.04,0,2,1
647,51.7,1.87,6.3,0,2,0
648,51.2,1.86,1.06,0,2,1
649,46.8,1.51,2.75,0,2,0
650,54.1,2.345,13.5,0,2,0
651,88.1,1.615,0.64,0,2,1
652,54.4,2.46,14.83,0,2,0
653,54.3,2.43,2.59,0,2,1
654,47.6,1.605,0.68,0,2,0
655,50.5,1.99,4.11,0,2,1
656,48.7,1.68,2.48,0,2,0
657,55.6,2.6,14.51,0,2,0
658,46.3,1.415,0.37,0,2,1
659,50.1,1.89,2.39,0,2,0
660,470.0,1.6,1.81,0,2,0
661,60.0,3.0,14.57,0,2,0
662,58.1,2.93,15.17,0,2,0
663,59.4,6.226,17.93,0,2,0
664,60.0,6.58,8.84,0,2,1
665,65.59,97.41,30.95,1,2,0
666,56.2,2.66,3.14,0,2,1
667,54.6,1.435,0.16,0,2,1
668,55.5,2.515,16.61,0,2,0
669,51.5,1.765,0.93,0,2,1
670,54.8,2.37,15.3,0,2,0
671,51.6,0.215,15.0,0,2,0
672,58.1,2.87,7.91,0,2,1
673,46.3,1.64,0.67,0,2,1
674,49.5,2.045,19.05,0,2,0
675,55.1,2.775,13.72,0,2,0
676,51.3,1.895,4.01,0,2,0
677,49.9,1.815,4.17,0,2,0
678,60.1,3.015,4.25,0,2,1
679,42.0,1.045,104.3,3,2,0
680,45.0,1.325,192.3,3,2,0
681,55.4,2.52,12.28,1,2,1
682,56.04,3.08,47.9,2,2,1
683,59.0,2.88,2.39,0,2,1
684,54.7,2.52,3.23,0,2,1
685,58.4,3.455,83.33,2,2,0
686,57.0,2.67,8.53,0,2,1
687,58.1,2.706,20.64,0,2,0
688,49.1,1.765,0.36,0,2,1
689,58.5,2.785,5.08,0,2,1
690,58.1,2.66,2.41,0,2,1
691,56.5,2.95,70.0,3,2,0
692,52.0,2.84,49.26,3,2,0
693,56.3,2.91,70.95,3,2,1
694,55.3,2.82,14.22,1,2,1
695,53.4,2.74,111.72,3,2,0
696,53.5,2.32,43.19,2,2,0
697,50.4,2.26,45.6,2,2,0
698,56.2,3.01,97.92,3,2,0
699,55.9,3.14,12.99,1,2,1
700,56.2,2.47,24.1,4,2,0
701,49.3,2.2,56.57,3,2,1
702,53.6,2.42,32.82,2,2,0
703,55.9,2.56,80.44,3,2,1
704,56.1,2.98,27.56,1,2,0
705,56.0,2.95,34.38,2,2,1
706,54.5,2.68,4.44,0,2,0
707,56.0,2.84,40.47,2,2,1
708,55.5,2.96,22.47,2,2,1
709,56.1,2.84,7.5,1,2,1
710,51.6,2.45,11.55,2,2,0
711,56.8,3.23,65.11,3,2,0
712,55.0,2.5,24.82,1,2,1
713,53.0,2.65,103.41,3,2,0
714,57.7,3.16,103.75,3,2,0
715,56.0,3.17,27.14,4,2,0
716,53.8,2.73,63.08,1,2,0
717,55.0,2.9,41.63,2,2,0
718,55.0,2.77,70.71,3,2,0
719,54.8,2.83,22.66,1,2,0
720,56.1,2.878,11.38,1,2,1
721,59.4,3.8,5.08,1,2,1
722,59.5,2.91,4.71,1,2,1
723,59.5,3.05,4.47,1,2,1
724,62.5,3.9,2.02,0,2,1
725,60.7,3.54,4.79,0,2,0
726,57.1,3.2,17.02,4,2,0
727,59.5,3.1,2.7,1,2,1
728,61.5,3.19,19.05,4,2,0
729,62.5,3.4,2.67,1,2,1
730,61.6,2.55,1.8,0,2,1
731,58.0,2.9,5.91,0,2,1
732,55.4,2.53,80.44,3,2,1
733,50.1,2.48,27.56,1,2,0
734,59.0,3.065,22.6,0,2,0
735,61.0,3.49,56.9,2,2,0
736,58.0,3.015,23.5,1,2,0
737,58.0,2.94,17.6,1,2,0
738,42.0,1.225,39.3,2,2,0
739,43.0,1.285,0.0,1,2,1
740,61.0,3.38,0.0,1,2,1
741,64.0,3.43,49.1,2,2,0
742,57.0,3.17,14.0,1,2,0
743,58.0,3.35,74.1,2,2,0
744,62.0,3.775,21.9,1,2,0
745,59.0,3.06,17.5,1,2,0
746,59.0,3.235,20.3,1,2,0
747,59.0,2.95,23.8,1,2,0
748,65.0,4.27,0.0,2,2,1
749,59.0,2.95,23.8,1,2,0
750,40.0,1.349,6.94,1,2,0
751,47.0,1.38,2.08,1,2,1
752,45.0,1.338,5.46,1,2,0
753,45.0,1.269,0.54,1,2,1
754,47.0,1.448,0.54,1,2,1
755,45.0,1.248,1.13,0,2,1
756,43.0,1.217,1.4,0,2,1
757,46.0,1.217,1.51,1,2,1
758,43.0,1.147,2.0,0,2,0
759,44.0,1.248,3.75,1,2,0
760,45.5,1.229,2.39,1,2,0
761,46.0,1.289,5.12,1,2,0
762,45.0,1.305,2.1,1,2,1
763,45.5,1.3,3.54,1,2,0
764,44.0,1.339,3.34,1,2,0
765,44.0,1.218,5.07,1,2,0
766,45.0,1.22,5.08,1,2,0
767,43.5,1.178,2.62,1,2,0
768,45.0,1.128,0.66,0,2,1
769,45.0,1.21,3.45,1,2,0
770,44.0,1.24,0.83,0,2,1
771,45.0,1.32,0.31,0,2,0
772,46.0,1.46,7.88,1,2,0
773,44.0,1.315,3.46,1,2,0
774,45.0,1.38,3.09,1,2,0
775,44.0,1.345,3.7,1,2,1
776,45.5,1.345,2.07,1,2,1
777,46.0,1.23,1.08,0,2,1
778,45.5,1.315,22.06,2,2,0
779,45.0,1.24,6.64,1,2,0
780,92.0,13.5,255.0,3,2,0
781,94.5,13.5,49.0,3,2,0
782,76.0,6.5,0.0,4,2,1
783,104.0,19.5,359.24,3,2,1
784,95.0,15.5,359.24,3,2,1
785,94.0,13.85,236.97,3,2,1
786,78.0,11.0,190.76,3,2,0
787,103.0,17.0,152.0,3,2,1
788,96.0,14.0,361.85,3,2,0
789,96.0,15.0,384.89,3,2,0
790,101.5,17.5,363.33,3,2,0
791,87.0,11.5,168.86,3,2,1
792,95.0,13.5,307.27,2,2,0
793,92.0,14.0,238.94,3,2,1
794,100.0,17.0,105.23,3,2,1
795,105.5,18.0,178.49,3,2,1
796,53.0,2.0,0.0,3,2,1
797,52.0,1.9,0.0,3,2,1
798,54.0,1.8,0.0,3,2,1
799,48.8,1.5,0.0,3,2,1
800,55.0,1.4,10.86,4,2,0
801,47.0,1.3,0.0,1,2,1
802,47.4,1.4,147.04,3,2,0
803,61.0,2.7,0.0,3,2,1
804,55.0,1.8,50.4,3,2,0
805,61.0,2.6,105.65,3,2,0
806,46.0,1.2,121.35,3,2,0
807,50.0,1.3,0.0,3,2,1
808,53.0,1.4,48.72,3,2,0
809,61.0,2.6,0.0,3,2,1
810,59.0,2.2,0.0,3,2,1
811,63.5,2.8,0.0,3,2,1
812,53.0,1.5,0.0,3,2,1
813,59.0,2.7,0.0,3,2,1
814,53.0,1.6,207.3,3,2,1
815,61.0,3.0,247.0,3,2,0
816,62.0,2.6,77.23,3,2,0
817,61.0,2.6,0.0,3,2,1
818,59.0,2.7,176.05,3,2,0
819,62.0,3.0,0.0,3,2,1
820,62.0,2.8,0.0,3,2,1
821,57.0,2.0,0.0,3,2,1
822,60.0,2.4,134.06,3,2,0
823,53.0,1.4,0.0,3,2,1
824,44.0,1.4,0.0,1,2,1
825,48.0,1.2,0.0,3,2,1
826,61.0,3.0,69.63836201191265,3,2,1
827,59.1,2.8,0.0,3,2,1
828,57.1,2.2,23.7,3,2,0
829,65.2,2.8,0.0,4,2,0
830,61.6,3.0,0.0,3,2,1
831,57.1,2.2,39.14,3,2,0
832,64.1,3.2,0.0,3,2,1
833,59.2,3.0,112.58,3,2,0
834,59.1,2.8,114.34,3,2,0
835,57.9,2.0,0.0,3,2,1
836,56.5,1.6,0.0,3,2,1
837,61.5,3.2,47.14,3,2,0
838,60.5,1.6,0.0,3,2,1
839,56.1,2.2,0.0,4,2,0
840,59.1,2.8,0.0,3,2,1
841,57.1,2.2,23.7,3,2,0
842,65.2,2.8,0.0,4,2,0
843,61.6,3.0,0.0,3,2,1
844,57.1,2.2,39.14,3,2,0
845,64.1,3.2,0.0,3,2,1
846,59.2,3.0,112.58,3,2,0
847,59.1,2.8,114.34,3,2,0
848,57.9,2.0,0.0,3,2,1
849,56.5,1.6,0.0,3,2,1
850,61.5,3.2,47.14,3,2,0
851,60.5,1.6,0.0,3,2,1
852,56.1,2.2,0.0,4,2,0
853,54.2,1.6,50.32,4,2,0
854,57.1,1.7,59.78,3,2,0
855,43.7,1.0,0.0,1,2,1
856,54.2,1.6,85.85,3,2,0
857,56.4,2.1,46.24,3,2,0
858,55.5,1.7,54.2,3,2,0
859,58.5,2.4,0.0,3,2,1
860,62.4,3.1,0.0,3,2,1
861,50.2,1.2,100.08,3,2,0
862,56.9,1.7,58.36,3,2,0
863,58.7,1.7,0.0,3,2,1
864,55.5,2.3,0.0,1,2,1
865,54.0,1.7,24.39,3,2,0
866,56.8,2.0,40.78,3,2,0
867,61.0,3.4,0.0,3,2,1
868,60.1,2.6,0.0,3,2,1
869,56.2,2.0,57.11,3,2,0
870,53.0,1.6,0.0,3,2,1
871,42.2,1.26,0.0,0,2,1
872,44.0,1.26,2.61,0,2,1
873,44.0,1.285,0.0,0,2,1
874,42.0,1.26,0.0,0,2,0
875,43.4,1.2,0.0,0,2,0
876,43.8,1.145,3.4,1,2,0
877,45.0,1.06,3.01,0,2,1
878,44.0,1.2,6.81,0,2,0
879,43.2,1.215,0.0,0,2,0
880,44.2,1.215,0.0,4,2,0
881,43.4,1.215,3.65,1,2,0
882,43.0,1.125,3.5,1,2,0
883,43.0,1.11,0.0,1,2,0
884,44.0,1.16,6.17,0,2,0
885,43.6,1.02,0.0,4,2,0
886,57.5,1.8,52.21,3,2,0
887,53.5,1.8,54.66,3,2,0
888,65.2,3.8,0.0,3,2,1
889,54.0,3.6,85.85,3,2,0
890,63.3,4.0,0.0,3,2,1
891,61.0,3.1,0.0,2,2,1
892,63.0,4.0,85.92,3,2,0
893,63.0,3.6,102.32,3,2,0
894,56.0,1.5,0.0,2,2,1
895,58.5,2.4,0.0,2,2,1
896,52.0,1.4,0.0,2,2,1
897,59.0,2.7,36.65,4,2,0
898,70.0,4.4,0.0,3,2,1
899,59.3,3.0,0.0,2,2,1
900,67.0,4.8,0.0,3,2,1
901,59.5,2.8,77.61,3,2,0
902,61.3,3.0,0.0,0,2,1
903,57.4,2.6,77.52,3,2,0
904,60.3,2.8,0.0,1,2,1
905,57.0,2.5,80.75,3,2,0
906,58.3,3.0,0.0,3,2,1
907,60.4,2.7,0.0,0,2,0
908,57.2,2.1,51.92,3,2,0
909,57.2,2.4,0.0,3,2,1
910,57.5,2.5,58.52,3,2,0
911,59.0,2.6,0.0,3,2,1
912,57.0,2.4,0.0,4,2,0
913,60.0,3.9,94.97,3,2,0
914,59.4,2.3,84.87,3,2,0
915,57.2,2.5,23.04,4,2,0
916,60.53,3.0,95.76,1,2,1
917,88.53,3.0,179.7,2,2,1
918,63.54,4.0,240.66,3,2,0
919,57.53,5.0,72.77,1,2,1
920,61.0,3.5,22.65,3,2,1
921,56.0,2.6,69.0,3,2,0
922,61.0,3.18,100.0,3,2,0
923,68.0,4.94,69.63836201191265,0,2,1
924,61.0,3.14,104.2,3,2,0
925,58.0,3.0,72.35,2,2,0
926,57.0,2.95,193.0,3,2,0
927,66.0,3.41,116.99,1,2,1
928,61.0,3.33,234.0,3,2,1
929,61.0,3.0,87.96,3,2,0
930,66.0,4.62,98.6,1,2,1
931,60.0,3.35,236.28,3,2,0
932,63.0,3.25,0.0,0,2,1
933,66.0,3.83,157.68,3,2,1
934,63.0,3.78,78.95,1,2,1
935,39.4,0.68,0.0,0,2,1
936,44.0,0.94,0.0,0,2,1
937,41.0,0.78,0.0,0,2,1
938,40.0,0.79,0.0,0,2,1
939,36.6,0.76,0.0,0,2,1
940,43.0,1.13,0.0,0,2,1
941,40.0,0.79,0.0,0,2,1
942,39.0,0.99,1.56,0,2,0
943,39.0,0.76,0.0,0,2,1
944,42.2,1.12,1.79,0,2,0
945,41.0,0.82,0.0,0,2,1
946,43.0,1.17,1.7,0,2,0
947,44.2,1.32,3.86,0,2,0
948,39.0,0.78,0.0,0,2,1
949,39.3,0.95,0.0,0,2,1
950,40.0,0.61,0.0,0,2,1
951,43.0,1.16,0.0,0,2,1
952,42.0,1.08,0.0,0,2,1
953,423.0,0.91,0.0,0,2,1
954,43.0,1.12,3.02,0,2,0
955,39.8,0.73,0.0,0,2,1
956,41.5,1.04,0.0,0,2,1
957,42.0,1.01,0.0,0,2,1
958,41.6,0.69,0.0,0,2,1
959,40.0,0.87,0.0,0,2,1
960,41.5,0.83,3.1,0,2,0
961,40.5,0.72,0.0,0,2,0
962,40.5,8.7,0.0,0,2,1
963,41.0,0.86,1.91,0,2,0
964,41.0,0.82,0.0,0,2,1
965,38.0,0.91,69.63836201191265,1,2,1
966,40.0,1.125,69.63836201191265,1,2,1
967,39.0,9.55,69.63836201191265,1,2,1
968,38.0,0.965,69.63836201191265,1,2,1
969,40.0,1.045,38.3,2,2,0
970,44.0,1.4,69.63836201191265,1,2,1
971,43.0,1.165,69.63836201191265,1,2,1
972,41.0,1.02,69.63836201191265,1,2,1
973,40.0,1.085,69.63836201191265,1,2,1
974,37.0,0.91,0.0,1,2,1
975,39.0,0.96,62.0,3,2,0
976,42.0,0.265,88.3,3,2,0
977,62.0,2.1,75.7,2,2,0
978,58.0,2.715,69.63836201191265,1,2,1
979,68.0,5.125,69.63836201191265,1,2,1
980,48.0,1.685,69.63836201191265,1,2,1
981,41.0,1.12,69.63836201191265,1,2,1
982,45.0,1.6,147.1,3,2,0
983,46.0,1.63,160.3,3,2,0
984,43.0,1.235,69.63836201191265,1,2,1
985,63.0,4.285,69.63836201191265,1,2,1
986,59.0,3.265,69.63836201191265,1,2,1
987,47.0,1.735,81.6,3,2,0
988,47.0,1.81,69.63836201191265,1,2,1
989,50.0,2.135,69.63836201191265,1,2,1
990,56.5,2.6,72.77,3,2,0
991,51.5,1.8,38.29,3,2,0
992,50.0,1.8,89.99,3,2,0
993,49.0,1.8,0.0,4,2,0
994,47.0,1.6,0.0,4,2,0
995,48.0,1.7,0.0,4,2,0
996,50.0,1.7,0.0,4,2,0
997,50.0,1.6,0.0,4,2,0
998,49.7,1.6,0.0,4,2,0
999,50.5,1.8,0.0,3,2,1
1000,49.0,1.6,0.0,3,2,1
1001,49.5,1.6,0.0,3,2,1
1002,49.5,1.7,0.0,4,2,0
1003,47.0,1.6,35.66,3,2,0
1004,60.5,4.0,195.44,3,2,1
1005,61.4,4.0,91.35,3,2,0
1006,58.2,21.98,80.0,3,2,0
1007,63.0,3.795,108.52,3,2,0
1008,64.0,4.04,226.7,3,2,0
1009,62.5,3.75,135.6,3,2,1
1010,62.7,3.73,136.47,3,2,1
1011,65.7,3.99,219.08,3,2,1
1012,68.0,4.81,241.53,3,2,1
1013,58.0,3.6,188.13,3,2,0
1014,58.2,3.04,161.01,3,2,0
1015,59.0,3.035,19.12,4,2,0
1016,58.4,2.915,90.5,1,2,1
1017,63.0,3.69,135.02,1,2,1
1018,63.0,3.96,235.84,3,2,0
1019,95.0,4.63,92.83,1,2,1
1020,69.0,4.5,251.48,3,2,1
1021,63.0,3.9,182.4,2,2,1
1022,59.0,3.125,259.48,3,2,0
1023,64.0,4.38,18.77,3,2,1
1024,63.0,3.835,224.85,3,2,0
1025,63.0,3.87,237.6,3,2,0
1026,60.0,3.23,235.2,3,2,0
1027,67.0,4.44,161.66,2,2,0
1028,70.0,5.65,196.13,1,2,1
1029,58.0,2.81,250.28,3,2,1
1030,67.0,4.5,194.01,2,2,1
1031,60.0,2.73,167.38,3,2,0
1032,63.0,3.96,235.84,3,2,0
1033,97.0,3.83,217.69,3,2,0
1034,59.0,3.45,206.32,2,2,1
1035,56.5,3.5,206.99,3,2,0
1036,56.0,4.0,170.07,3,2,0
1037,52.0,2.552,65.92,3,2,0
1038,52.0,2.5,38.5,1,2,1
1039,56.0,3.5,265.4,3,2,1
1040,57.5,4.0,189.54,3,2,0
1041,53.0,2.5,104.19,3,2,0
1042,54.0,3.0,112.35,3,2,0
1043,59.0,4.0,114.0,1,2,1
1044,60.0,4.0,97.4,3,2,1
1045,61.0,4.0,231.0,2,2,1
1046,57.0,2.5,135.0,3,2,0
1047,48.0,2.0,72.69,2,2,1
1048,56.0,2.5,165.52,3,2,0
1049,60.0,4.0,169.23,3,2,1
1050,59.0,4.5,168.46,3,2,1
1051,58.0,4.0,207.87,3,2,0
1052,58.0,2.5,182.59,3,2,0
1053,57.5,2.5,179.17,3,2,1
1054,55.0,3.0,116.83,3,2,0
1055,56.0,3.0,167.25,2,2,0
1056,57.0,4.5,161.34,3,2,1
1057,56.5,4.5,147.61,3,2,1
1058,50.0,2.0,111.25,2,2,1
1059,54.5,2.5,93.26,2,2,0
1060,54.0,3.0,109.93,2,2,1
1061,56.0,4.0,189.8,3,2,0
1062,54.5,3.5,97.89,3,2,0
1063,55.5,3.5,117.5,3,2,0
1064,57.0,4.5,107.23,0,2,0
1065,67.0,4.5,69.63836201191265,3,2,1
1066,57.0,3.0,413.5,3,2,0
1067,60.0,46.0,560.0,3,2,1
1068,58.0,3.0,600.0,3,2,1
1069,56.0,3.5,241.6,4,2,0
1070,55.0,2.5,213.9,3,2,0
1071,56.0,3.5,395.5,2,2,1
1072,56.0,3.5,373.3,3,2,0
1073,53.0,2.5,204.1,3,2,1
1074,56.0,3.5,433.83,3,2,0
1075,56.0,2.5,328.0,4,2,0
1076,55.0,3.0,274.9,4,2,0
1077,53.0,2.5,372.3,3,2,0
1078,56.0,3.0,437.5,3,2,0
1079,56.0,2.5,447.5,3,2,0
1080,57.0,2.5,291.1,3,2,1
1081,57.5,2.5,69.63836201191265,3,2,1
1082,57.5,2.5,556.2,3,2,1
1083,56.5,2.5,261.8,3,2,0
1084,54.0,3.0,297.4,3,2,1
1085,56.0,2.5,453.2,3,2,0
1086,57.0,3.0,430.3,3,2,0
1087,52.0,2.5,192.2,1,2,1
1088,54.0,3.0,214.0,3,2,1
1089,53.0,3.0,69.63836201191265,3,2,1
1090,56.0,3.5,184.5,2,2,1
1091,53.5,2.0,443.9,3,2,0
1092,54.0,3.0,244.2,3,2,1
1093,54.0,3.0,219.2,4,2,0
1094,53.0,3.0,175.0,4,2,0
1095,58.0,3.5,532.8,4,2,0
1096,194.0,26.0,50.0,3,2,0
1097,202.0,31.0,165.0,3,2,0
1098,190.0,27.0,35.0,3,2,0
1099,180.0,25.5,100.0,1,2,0
1100,200.0,37.0,260.0,2,2,0
1101,155.0,29.0,69.63836201191265,0,2,1
1102,57.5,2.67,86.93,3,2,0
1103,51.5,2.29,44.65,3,2,0
1104,52.0,2.7,47.34,2,2,0
1105,57.1,2.74,31.67,3,2,0
1106,59.0,2.74,66.51,3,2,0
1107,55.0,2.33,0.0,3,2,1
1108,56.2,2.7,0.0,3,2,1
1109,56.2,2.7,0.0,3,2,1
1110,65.0,4.465,116.5,2,2,0
1111,59.5,3.001,187.82,2,2,0
1112,47.0,1.6,0.0,2,2,1
1113,48.5,1.8,0.0,0,2,1
1114,51.0,2.0,17.66,1,2,0
1115,49.8,2.0,4.99,1,2,1
1116,45.0,1.6,0.25,0,2,1
1117,46.0,1.6,4.83,0,2,0
1118,47.0,1.7,0.0,0,2,1
1119,49.5,2.2,3.86,1,2,0
1120,55.0,2.6,7.37,2,2,1
1121,44.0,1.4,1.45,0,2,0
1122,46.0,1.5,4.72,0,2,0
1123,44.0,3.96,3.96,0,2,0
1124,44.7,1.4,0.91,0,2,1
1125,51.0,2.0,0.75,0,2,1
1126,44.5,1.4,2.84,0,2,1
1127,47.0,1.6,2.2,0,2,1
1128,47.3,1.6,1.79,0,2,1
1129,48.2,1.9,6.47,1,2,0
1130,49.5,2.2,7.98,1,2,1
1131,47.0,1.6,4.07,1,2,1
1132,50.0,2.1,6.49,1,2,0
1133,60.0,3.8,0.0,2,2,1
1134,55.0,2.5,0.0,0,2,1
1135,58.5,3.9,115.91,3,2,0
1136,53.4,2.4,13.62,0,2,1
1137,50.0,2.0,0.0,0,2,1
1138,64.0,4.1,69.63836201191265,2,2,1
1139,65.0,3.99,69.63836201191265,1,2,1
1140,63.0,3.385,115.29,2,2,0
1141,59.5,2.955,67.13,2,2,0
1142,59.0,3.225,69.63836201191265,1,2,1
1143,115.0,26.8,194.19,3,3,1
1144,88.0,13.0,59.33,2,3,1
1145,61.0,4.523,2.61,0,3,1
1146,57.0,3.35,69.63836201191265,2,3,1
